time	bas_active	bas_inactive	bas_ref	bis_active	bis_inactive	bis_ref	ec_active	ec_inactive	ec_ref	ex_active	ex_inactive	ex_ref	ext_active	ext_inactive	ext_ref	hipp_active	hipp_inactive	hipp_ref	in_active	in_inactive	in_ref	ps_active	ps_inactive	ps_ref	septum_active	septum_inactive	septum_ref	
286	0.11	0.09	0.8	0.01	0.72	0.27	0.82	0.18	0	0	1	0	0.43	0.57	0	0	1	0	0.04	0.38	0.58	0.39	0.61	0	0.03	0.52	0.45	
287	0.03	0.11	0.86	0	0.76	0.24	0.43	0.57	0	0	1	0	0.87	0.13	0	0	1	0	0.01	0.39	0.6	0.87	0.13	0	0.02	0.5	0.48	
288	0.13	0.14	0.73	0.01	0.77	0.22	0.53	0.47	0	0	1	0	0.56	0.44	0	0	1	0	0.02	0.43	0.55	0.1	0.9	0	0.04	0.46	0.5	
289	0.06	0.17	0.77	0.01	0.8	0.19	0.21	0.79	0	0	1	0	0.39	0.61	0	0	1	0	0.04	0.46	0.5	0.34	0.66	0	0.07	0.39	0.54	
290	0.04	0.19	0.77	0	0.82	0.18	0.1	0.9	0	0	1	0	0.25	0.75	0	0	1	0	0.03	0.52	0.45	0.84	0.16	0	0.06	0.33	0.61	
291	0.03	0.2	0.77	0	0.84	0.16	0.89	0.11	0	0	1	0	0.05	0.95	0	0	1	0	0.01	0.54	0.45	0.8	0.2	0	0.09	0.25	0.66	
292	0.04	0.23	0.73	0	0.84	0.16	0.03	0.97	0	0	1	0	0.93	0.07	0	0	1	0	0.04	0.63	0.33	0.1	0.9	0	0.01	0.24	0.75	
293	0.04	0.29	0.67	0.01	0.85	0.14	0.38	0.62	0	0	1	0	0.73	0.27	0	0	1	0	0.02	0.67	0.31	0.34	0.66	0	0.03	0.21	0.76	
294	0.07	0.36	0.57	0	0.9	0.1	0.58	0.42	0	0	1	0	0.8	0.2	0	0	1	0	0	0.73	0.27	0.26	0.74	0	0.06	0.15	0.79	
295	0.01	0.38	0.61	0.01	0.92	0.07	0.69	0.31	0	0	1	0	0.35	0.65	0	0	1	0	0.01	0.76	0.23	0.99	0.01	0	0.01	0.14	0.85	
296	0.02	0.42	0.56	0	0.95	0.05	0.77	0.23	0	0	1	0	0.06	0.94	0	0	1	0	0	0.78	0.22	0.82	0.18	0	0.08	0.06	0.86	
297	0.09	0.44	0.47	0	0.96	0.04	0.74	0.26	0	0	1	0	1	0	0	0	1	0	0.02	0.8	0.18	0.48	0.52	0	0.02	0.04	0.94	
298	0.02	0.45	0.53	0	0.96	0.04	0.95	0.05	0	0.02	0.98	0	0.97	0.03	0	0	1	0	0	0.81	0.19	0.81	0.19	0	0	0.04	0.96	
299	0.09	0.49	0.42	0.01	0.96	0.03	0.13	0.87	0	0.01	0.97	0.02	0.58	0.42	0	0	1	0	0.01	0.82	0.17	0.61	0.39	0	0.03	0.02	0.95	
300	0.02	0.53	0.45	0	0.97	0.03	0.34	0.66	0	0.01	0.96	0.03	0.6	0.4	0	0	1	0	0	0.86	0.14	0.42	0.58	0	0.01	0.01	0.98	
301	0.02	0.55	0.43	0	0.97	0.03	0.1	0.9	0	0.01	0.95	0.04	0.42	0.58	0	0	1	0	0	0.89	0.11	0.74	0.26	0	0	0.01	0.99	
302	0	0.58	0.42	0	0.97	0.03	0.19	0.81	0	0.03	0.92	0.05	0.32	0.68	0	0	1	0	0	0.9	0.1	0.27	0.73	0	0.02	0.01	0.97	
303	0.01	0.61	0.38	0	0.97	0.03	0.56	0.44	0	0.03	0.89	0.08	0.65	0.35	0	0	1	0	0.01	0.93	0.06	0.51	0.49	0	0	0.01	0.99	
304	0	0.65	0.35	0.01	0.97	0.02	0.58	0.42	0	0.03	0.86	0.11	0.18	0.82	0	0	1	0	0.02	0.93	0.05	0.68	0.32	0	0	0.01	0.99	
305	0	0.72	0.28	0	0.97	0.03	0.77	0.23	0	0.03	0.83	0.14	0.16	0.84	0	0	1	0	0	0.93	0.07	0.19	0.81	0	0	0.01	0.99	
306	0	0.73	0.27	0	0.98	0.02	0.61	0.39	0	0.04	0.79	0.17	0.78	0.22	0	0	1	0	0	0.94	0.06	0.13	0.87	0	0.02	0.03	0.95	
307	0	0.75	0.25	0	0.98	0.02	0.8	0.2	0	0.05	0.74	0.21	0.46	0.54	0	0	1	0	0	0.94	0.06	0.1	0.9	0	0.02	0.04	0.94	
308	0.08	0.76	0.16	0	0.98	0.02	0.78	0.22	0	0.05	0.69	0.26	0.42	0.58	0	0	1	0	0.02	0.94	0.04	0.95	0.05	0	0.11	0.01	0.88	
309	0.02	0.76	0.22	0.01	0.97	0.02	0.9	0.1	0	0.18	0.51	0.31	0.3	0.7	0	0	1	0	0	0.94	0.06	0.31	0.69	0	0.04	0.01	0.95	
310	0.06	0.79	0.15	0	0.98	0.02	0.36	0.64	0	0.07	0.44	0.49	0.11	0.89	0	0	1	0	0.01	0.94	0.05	0.14	0.86	0	0.02	0.02	0.96	
311	0.01	0.8	0.19	0	0.98	0.02	0.73	0.27	0	0.03	0.41	0.56	0.9	0.1	0	0.01	0.99	0	0	0.94	0.06	0.85	0.15	0	0.01	0.01	0.98	
312	0.02	0.8	0.18	0	0.98	0.02	0.63	0.37	0	0.02	0.39	0.59	0.42	0.58	0	0	0.99	0.01	0	0.94	0.06	0.4	0.6	0	0.05	0.01	0.94	
313	0	0.8	0.2	0	0.98	0.02	0.05	0.95	0	0.06	0.33	0.61	0.37	0.63	0	0.01	0.98	0.01	0	0.94	0.06	0.67	0.33	0	0.02	0.01	0.97	
314	0.01	0.8	0.19	0.01	0.97	0.02	0.64	0.36	0	0.06	0.27	0.67	0.78	0.22	0	0	0.98	0.02	0.01	0.94	0.05	0.54	0.46	0	0.03	0.02	0.95	
315	0	0.8	0.2	0.01	0.97	0.02	0.28	0.72	0	0.02	0.27	0.71	0.07	0.93	0	0.03	0.95	0.02	0.01	0.95	0.04	0.67	0.33	0	0.05	0.01	0.94	
316	0	0.8	0.2	0	0.97	0.03	0.19	0.81	0	0.04	0.24	0.72	0.89	0.11	0	0.03	0.92	0.05	0	0.95	0.05	0.17	0.83	0	0.03	0.02	0.95	
317	0	0.8	0.2	0.01	0.96	0.03	0.34	0.66	0	0.05	0.2	0.75	0.49	0.51	0	0.01	0.91	0.08	0	0.95	0.05	0.24	0.76	0	0.04	0.01	0.95	
318	0	0.8	0.2	0	0.96	0.04	0.99	0.01	0	0.02	0.19	0.79	0.9	0.1	0	0.01	0.9	0.09	0	0.95	0.05	0.38	0.62	0	0.02	0.01	0.97	
319	0.08	0.8	0.12	0	0.96	0.04	0.4	0.6	0	0.04	0.18	0.78	0.6	0.4	0	0.04	0.86	0.1	0.01	0.96	0.03	0.43	0.57	0	0.04	0.01	0.95	
320	0.01	0.81	0.18	0	0.97	0.03	0.21	0.79	0	0.04	0.17	0.79	0.28	0.72	0	0.06	0.8	0.14	0	0.96	0.04	0.33	0.67	0	0.07	0.01	0.92	
321	0.07	0.8	0.13	0	0.97	0.03	0.29	0.71	0	0.03	0.17	0.8	0.59	0.41	0	0.12	0.68	0.2	0.01	0.96	0.03	0.85	0.15	0	0.01	0.06	0.93	
322	0.02	0.79	0.19	0	0.97	0.03	0.54	0.46	0	0.03	0.17	0.8	0.03	0.97	0	0.05	0.64	0.31	0	0.96	0.04	0.11	0.89	0	0.05	0.1	0.85	
323	0.02	0.79	0.19	0	0.97	0.03	0.79	0.21	0	0.04	0.17	0.79	0.07	0.93	0	0.08	0.56	0.36	0	0.96	0.04	0.84	0.16	0	0.08	0.03	0.89	
324	0.01	0.78	0.21	0	0.97	0.03	0.2	0.8	0	0.06	0.16	0.78	0.16	0.84	0	0.1	0.47	0.43	0	0.96	0.04	0.42	0.58	0	0.03	0.03	0.94	
325	0.02	0.77	0.21	0	0.98	0.02	0.98	0.02	0	0.05	0.16	0.79	0.4	0.6	0	0.03	0.44	0.53	0.01	0.96	0.03	0.73	0.27	0	0.04	0.05	0.91	
326	0	0.77	0.23	0	0.99	0.01	0.89	0.11	0	0.16	0.18	0.66	0.29	0.71	0	0.08	0.39	0.53	0	0.97	0.03	0.49	0.51	0	0	0.06	0.94	
327	0.01	0.76	0.23	0.04	0.95	0.01	0.07	0.93	0	0.09	0.16	0.75	0.92	0.08	0	0.11	0.31	0.58	0.01	0.96	0.03	0.3	0.7	0	0.01	0.13	0.86	
328	0	0.76	0.24	0.01	0.95	0.04	0.43	0.57	0	0.02	0.17	0.81	0.66	0.34	0	0.08	0.24	0.68	0	0.96	0.04	0.22	0.78	0	0	0.15	0.85	
329	0	0.76	0.24	0	0.95	0.05	0.37	0.63	0	0.04	0.15	0.81	0.72	0.28	0	0.03	0.22	0.75	0	0.96	0.04	0.31	0.69	0	0	0.15	0.85	
330	0.09	0.75	0.16	0	0.95	0.05	0.92	0.08	0	0.06	0.15	0.79	0.3	0.7	0	0.03	0.23	0.74	0.01	0.96	0.03	0.09	0.91	0	0	0.18	0.82	
331	0.01	0.75	0.24	0	0.95	0.05	0.7	0.3	0	0.06	0.15	0.79	0.64	0.36	0	0.04	0.25	0.71	0	0.96	0.04	0.27	0.73	0	0	0.19	0.81	
332	0.06	0.76	0.18	0	0.95	0.05	0.47	0.53	0	0.02	0.15	0.83	0.39	0.61	0	0.08	0.29	0.63	0.01	0.96	0.03	0.54	0.46	0	0	0.19	0.81	
333	0.02	0.76	0.22	0	0.95	0.05	0.42	0.58	0	0.02	0.17	0.81	0.55	0.45	0	0.07	0.27	0.66	0	0.96	0.04	0.27	0.73	0	0.01	0.2	0.79	
334	0.03	0.75	0.22	0	0.95	0.05	0.47	0.53	0	0.04	0.18	0.78	0.25	0.75	0	0	0.35	0.65	0	0.96	0.04	0.28	0.72	0	0	0.2	0.8	
335	0.01	0.75	0.24	0	0.95	0.05	0.33	0.67	0	0.01	0.19	0.8	0.56	0.44	0	0.07	0.38	0.55	0	0.96	0.04	0.77	0.23	0	0.01	0.19	0.8	
336	0.01	0.76	0.23	0	0.95	0.05	0.83	0.17	0	0.03	0.2	0.77	0.06	0.94	0	0.13	0.28	0.59	0.01	0.96	0.03	0.12	0.88	0	0	0.19	0.81	
337	0.01	0.75	0.24	0	0.95	0.05	0.67	0.33	0	0.04	0.2	0.76	0.53	0.47	0	0.07	0.29	0.64	0	0.96	0.04	0.25	0.75	0	0	0.21	0.79	
338	0	0.76	0.24	0.02	0.97	0.01	0.39	0.61	0	0.04	0.19	0.77	0.63	0.37	0	0.08	0.32	0.6	0	0.97	0.03	0.98	0.02	0	0.01	0.22	0.77	
339	0	0.76	0.24	0.02	0.96	0.02	0.72	0.28	0	0.03	0.19	0.78	0.67	0.33	0	0.05	0.35	0.6	0	0.97	0.03	0.4	0.6	0	0.01	0.32	0.67	
340	0	0.76	0.24	0	0.96	0.04	0.59	0.41	0	0.04	0.19	0.77	0.46	0.54	0	0.08	0.3	0.62	0	0.97	0.03	0.83	0.17	0	0	0.36	0.64	
341	0.08	0.77	0.15	0.01	0.95	0.04	0.82	0.18	0	0.05	0.2	0.75	0.01	0.99	0	0.03	0.3	0.67	0.01	0.97	0.02	0.95	0.05	0	0	0.38	0.62	
342	0.01	0.77	0.22	0	0.95	0.05	0.17	0.83	0	0.05	0.2	0.75	0.05	0.95	0	0.09	0.25	0.66	0	0.97	0.03	0.86	0.14	0	0	0.39	0.61	
343	0.06	0.77	0.17	0	0.95	0.05	0.35	0.65	0	0.16	0.2	0.64	0.02	0.98	0	0.12	0.21	0.67	0	0.98	0.02	0.84	0.16	0	0.02	0.42	0.56	
344	0.02	0.77	0.21	0	0.95	0.05	0.91	0.09	0	0.08	0.21	0.71	0.85	0.15	0	0.02	0.26	0.72	0.01	0.97	0.02	0.96	0.04	0	0.01	0.43	0.56	
345	0.03	0.77	0.2	0	0.95	0.05	0.61	0.39	0	0.02	0.21	0.77	0.66	0.34	0	0.12	0.14	0.74	0.01	0.96	0.03	0.01	0.99	0	0	0.46	0.54	
346	0.02	0.76	0.22	0	0.95	0.05	0.43	0.57	0	0.07	0.18	0.75	0.07	0.93	0	0.02	0.19	0.79	0	0.96	0.04	0.85	0.15	0	0.01	0.5	0.49	
347	0.01	0.76	0.23	0	0.95	0.05	0.11	0.89	0	0.07	0.17	0.76	0.52	0.48	0	0.02	0.3	0.68	0.01	0.96	0.03	0.68	0.32	0	0	0.53	0.47	
348	0.01	0.76	0.23	0	0.95	0.05	0.12	0.88	0	0.04	0.19	0.77	0.32	0.68	0	0.03	0.34	0.63	0	0.96	0.04	0.64	0.36	0	0	0.57	0.43	
349	0.01	0.75	0.24	0.01	0.96	0.03	0.08	0.92	0	0.02	0.19	0.79	0.2	0.8	0	0.04	0.38	0.58	0	0.96	0.04	0.29	0.71	0	0	0.59	0.41	
350	0.01	0.74	0.25	0.02	0.96	0.02	0.82	0.18	0	0.02	0.19	0.79	0.73	0.27	0	0.05	0.38	0.57	0	0.96	0.04	0.8	0.2	0	0	0.63	0.37	
351	0.02	0.72	0.26	0.01	0.95	0.04	0.15	0.85	0	0.04	0.19	0.77	0.17	0.83	0	0.07	0.39	0.54	0	0.96	0.04	0.62	0.38	0	0	0.7	0.3	
352	0.08	0.72	0.2	0	0.96	0.04	0.61	0.39	0	0.02	0.18	0.8	0.03	0.97	0	0.06	0.36	0.58	0.01	0.96	0.03	0.26	0.74	0	0	0.71	0.29	
353	0.04	0.69	0.27	0.01	0.95	0.04	0.94	0.06	0	0.03	0.18	0.79	0.5	0.5	0	0.1	0.35	0.55	0.02	0.94	0.04	0.8	0.2	0	0	0.76	0.24	
354	0.06	0.69	0.25	0	0.95	0.05	0.54	0.46	0	0.04	0.18	0.78	0.52	0.48	0	0.11	0.36	0.53	0	0.94	0.06	0.58	0.42	0	0	0.84	0.16	
355	0.02	0.69	0.29	0.02	0.93	0.05	0.28	0.72	0	0.04	0.18	0.78	0.67	0.33	0	0.14	0.24	0.62	0.01	0.94	0.05	0.95	0.05	0	0	0.87	0.13	
356	0.05	0.67	0.28	0	0.93	0.07	0.32	0.68	0	0.03	0.18	0.79	0.18	0.82	0	0.05	0.31	0.64	0.01	0.94	0.05	0.63	0.37	0	0	0.91	0.09	
357	0.03	0.66	0.31	0	0.93	0.07	0.23	0.77	0	0.04	0.18	0.78	0.48	0.52	0	0.04	0.29	0.67	0.01	0.93	0.06	0.24	0.76	0	0	0.91	0.09	
358	0.02	0.65	0.33	0	0.93	0.07	1	0	0	0.05	0.18	0.77	0.17	0.83	0	0.06	0.25	0.69	0.02	0.92	0.06	0.16	0.84	0	0	0.92	0.08	
359	0.03	0.63	0.34	0	0.93	0.07	0.25	0.75	0	0.05	0.18	0.77	0.99	0.01	0	0.1	0.18	0.72	0.01	0.91	0.08	0.36	0.64	0	0	0.92	0.08	
360	0.02	0.62	0.36	0.01	0.93	0.06	0.42	0.58	0	0.16	0.18	0.66	0.33	0.67	0	0.04	0.18	0.78	0.01	0.9	0.09	0.52	0.48	0	0	0.92	0.08	
361	0.05	0.58	0.37	0.01	0.94	0.05	0.11	0.89	0	0.06	0.2	0.74	0.05	0.95	0	0.03	0.2	0.77	0.01	0.89	0.1	0.47	0.53	0	0	0.92	0.08	
362	0.06	0.54	0.4	0.02	0.93	0.05	1	0	0	0.01	0.21	0.78	0.81	0.19	0	0.04	0.23	0.73	0	0.89	0.11	0.58	0.42	0	0	0.92	0.08	
363	0.07	0.55	0.38	0	0.93	0.07	0.02	0.98	0	0.02	0.26	0.72	0.09	0.91	0	0.07	0.22	0.71	0	0.9	0.1	0.52	0.48	0	0	0.92	0.08	
364	0.07	0.52	0.41	0.01	0.93	0.06	0.91	0.09	0	0.03	0.3	0.67	0.35	0.65	0	0.03	0.29	0.68	0.02	0.9	0.08	0.32	0.68	0	0	0.93	0.07	
365	0.08	0.5	0.42	0	0.93	0.07	0.2	0.8	0	0.05	0.29	0.66	0.82	0.18	0	0.02	0.38	0.6	0.01	0.89	0.1	0.41	0.59	0	0	0.93	0.07	
366	0.04	0.48	0.48	0.03	0.92	0.05	0.13	0.87	0	0.02	0.29	0.69	0.69	0.31	0	0.19	0.33	0.48	0.01	0.89	0.1	0.55	0.45	0	0	0.94	0.06	
367	0.06	0.47	0.47	0.02	0.9	0.08	0.02	0.98	0	0.01	0.3	0.69	0.64	0.36	0	0.04	0.34	0.62	0.03	0.87	0.1	0.94	0.06	0	0	0.94	0.06	
368	0.03	0.47	0.5	0.01	0.89	0.1	0.78	0.22	0	0.01	0.33	0.66	0.93	0.07	0	0.09	0.29	0.62	0.02	0.86	0.12	0.49	0.51	0	0	0.94	0.06	
369	0.05	0.44	0.51	0.01	0.88	0.11	0.85	0.15	0	0.01	0.34	0.65	0.22	0.78	0	0.07	0.28	0.65	0.02	0.86	0.12	0.5	0.5	0	0	0.95	0.05	
370	0.12	0.35	0.53	0.04	0.84	0.12	0.33	0.67	0	0.02	0.35	0.63	0.46	0.54	0	0.05	0.33	0.62	0.05	0.82	0.13	0.34	0.66	0	0	0.96	0.04	
371	0.06	0.31	0.63	0.03	0.82	0.15	0.38	0.62	0	0.01	0.38	0.61	0.91	0.09	0	0.02	0.35	0.63	0.03	0.8	0.17	0.74	0.26	0	0	0.96	0.04	
372	0.06	0.3	0.64	0.01	0.82	0.17	0.42	0.58	0	0.04	0.38	0.58	0.4	0.6	0	0.05	0.33	0.62	0.01	0.8	0.19	0.34	0.66	0	0	0.96	0.04	
373	0.05	0.31	0.64	0.03	0.81	0.16	0.56	0.44	0	0	0.41	0.59	0.06	0.94	0	0.06	0.31	0.63	0.01	0.79	0.2	0.86	0.14	0	0	0.96	0.04	
374	0.06	0.32	0.62	0	0.81	0.19	0.14	0.86	0	0.03	0.42	0.55	0.36	0.64	0	0.03	0.35	0.62	0	0.79	0.21	0.64	0.36	0	0.02	0.96	0.02	
375	0.12	0.27	0.61	0.04	0.78	0.18	0.88	0.12	0	0.02	0.45	0.53	0.85	0.15	0	0.04	0.34	0.62	0.04	0.77	0.19	0.14	0.86	0	0.01	0.96	0.03	
376	0.09	0.26	0.65	0	0.78	0.22	0.81	0.19	0	0.01	0.49	0.5	0.21	0.79	0	0.03	0.33	0.64	0.01	0.77	0.22	0.86	0.14	0	0	0.96	0.04	
377	0.13	0.17	0.7	0.07	0.74	0.19	0.27	0.73	0	0.03	0.62	0.35	0.44	0.56	0	0.06	0.46	0.48	0.07	0.71	0.22	0.92	0.08	0	0.01	0.96	0.03	
378	0.1	0.13	0.77	0.03	0.73	0.24	0.51	0.49	0	0.01	0.67	0.32	0.6	0.4	0	0.02	0.48	0.5	0.05	0.69	0.26	0.07	0.93	0	0	0.96	0.04	
379	0.05	0.11	0.84	0.01	0.73	0.26	0.46	0.54	0	0	0.68	0.32	0.75	0.25	0	0.06	0.51	0.43	0.05	0.66	0.29	0.63	0.37	0	0	0.96	0.04	
380	0.07	0.09	0.84	0.06	0.68	0.26	0.32	0.68	0	0	0.7	0.3	0.51	0.49	0	0.13	0.45	0.42	0.08	0.6	0.32	0.22	0.78	0	0	0.96	0.04	
381	0.12	0.09	0.79	0.08	0.64	0.28	0.68	0.32	0	0	0.73	0.27	0.76	0.24	0	0.01	0.49	0.5	0.13	0.52	0.35	0.53	0.47	0	0	0.96	0.04	
382	0.07	0.08	0.85	0.02	0.65	0.33	0.44	0.56	0	0	0.78	0.22	0.07	0.93	0	0.01	0.5	0.49	0	0.55	0.45	0.18	0.82	0	0	0.96	0.04	
383	0.09	0.05	0.86	0.07	0.59	0.34	0.8	0.2	0	0	0.8	0.2	0.94	0.06	0	0.02	0.53	0.45	0.11	0.45	0.44	0.63	0.37	0	0	0.96	0.04	
384	0.07	0.03	0.9	0.04	0.58	0.38	0.83	0.17	0	0	0.81	0.19	0.92	0.08	0	0.01	0.58	0.41	0.03	0.43	0.54	0.34	0.66	0	0	0.96	0.04	
385	0.06	0.03	0.91	0.06	0.52	0.42	0.6	0.4	0	0	0.82	0.18	1	0	0	0	0.61	0.39	0.12	0.31	0.57	0.32	0.68	0	0	0.96	0.04	
386	0.14	0.01	0.85	0.02	0.54	0.44	0.46	0.54	0	0	0.83	0.17	0.53	0.47	0	0.02	0.63	0.35	0.06	0.29	0.65	0.25	0.75	0	0	0.96	0.04	
387	0.09	0.01	0.9	0.05	0.49	0.46	0.88	0.12	0	0	0.85	0.15	0.54	0.46	0	0.01	0.65	0.34	0.06	0.24	0.7	0.09	0.91	0	0	0.96	0.04	
388	0.13	0.01	0.86	0.05	0.51	0.44	0.96	0.04	0	0	0.86	0.14	0.32	0.68	0	0.02	0.69	0.29	0.07	0.24	0.69	0.47	0.53	0	0	0.96	0.04	
389	0.11	0	0.89	0.03	0.51	0.46	0.22	0.78	0	0	0.9	0.1	0.51	0.49	0	0	0.71	0.29	0.06	0.23	0.71	0.78	0.22	0	0	0.96	0.04	
390	0.05	0	0.95	0.01	0.51	0.48	0.57	0.43	0	0	0.9	0.1	0.14	0.86	0	0.02	0.75	0.23	0.04	0.24	0.72	0.03	0.97	0	0	0.96	0.04	
391	0.07	0	0.93	0.02	0.55	0.43	0.52	0.48	0	0	0.93	0.07	0.35	0.65	0	0.03	0.85	0.12	0.08	0.24	0.68	0.2	0.8	0	0	0.96	0.04	
392	0.12	0	0.88	0.07	0.56	0.37	0.12	0.88	0	0	0.95	0.05	0.22	0.78	0	0	0.86	0.14	0.14	0.23	0.63	0.32	0.68	0	0	0.96	0.04	
393	0.07	0	0.93	0.03	0.55	0.42	0.94	0.06	0	0	0.96	0.04	0.49	0.51	0	0.02	0.85	0.13	0.03	0.2	0.77	0.32	0.68	0	0	0.96	0.04	
394	0.08	0.01	0.91	0.02	0.6	0.38	0.57	0.43	0	0	0.99	0.01	0.37	0.63	0	0.02	0.85	0.13	0.09	0.22	0.69	0.32	0.68	0	0	0.96	0.04	
395	0.07	0.01	0.92	0.04	0.6	0.36	0.34	0.66	0	0	1	0	0.28	0.72	0	0.02	0.84	0.14	0.03	0.22	0.75	0.76	0.24	0	0	0.96	0.04	
396	0.06	0.01	0.93	0.04	0.62	0.34	0.34	0.66	0	0	1	0	0.34	0.66	0	0	0.84	0.16	0.11	0.23	0.66	0.71	0.29	0	0	0.96	0.04	
397	0.13	0.02	0.85	0.09	0.55	0.36	0.12	0.88	0	0	1	0	0.97	0.03	0	0	0.86	0.14	0.09	0.2	0.71	0.23	0.77	0	0	0.96	0.04	
398	0.08	0.03	0.89	0.02	0.58	0.4	0.54	0.46	0	0	1	0	0.06	0.94	0	0.01	0.86	0.13	0.03	0.23	0.74	0.07	0.93	0	0	0.96	0.04	
399	0.13	0.03	0.84	0.07	0.56	0.37	0.14	0.86	0	0	1	0	0.29	0.71	0	0	0.88	0.12	0.09	0.21	0.7	0.22	0.78	0	0	0.96	0.04	
400	0.11	0.03	0.86	0.01	0.58	0.41	0.07	0.93	0	0	1	0	0.72	0.28	0	0	0.88	0.12	0.06	0.21	0.73	0.19	0.81	0	0	0.96	0.04	
401	0.05	0.03	0.92	0.01	0.58	0.41	0.48	0.52	0	0	1	0	0.87	0.13	0	0	0.9	0.1	0.06	0.19	0.75	0.21	0.79	0	0	0.96	0.04	
402	0.08	0.02	0.9	0.03	0.57	0.4	0.6	0.4	0	0	1	0	0.34	0.66	0	0	0.93	0.07	0.12	0.15	0.73	0.63	0.37	0	0	0.96	0.04	
403	0.12	0.02	0.86	0.07	0.57	0.36	0.81	0.19	0	0	1	0	0.59	0.41	0	0	0.93	0.07	0.14	0.15	0.71	0.58	0.42	0	0	0.96	0.04	
404	0.08	0.01	0.91	0.02	0.58	0.4	0.96	0.04	0	0	1	0	0.62	0.38	0	0	0.95	0.05	0.03	0.15	0.82	1	0	0	0	0.96	0.04	
405	0.08	0.01	0.91	0.02	0.58	0.4	0.69	0.31	0	0	1	0	0.47	0.53	0	0	0.97	0.03	0.09	0.15	0.76	0.51	0.49	0	0.02	0.96	0.02	
406	0.07	0.01	0.92	0.02	0.6	0.38	0.5	0.5	0	0	1	0	0.33	0.67	0	0	0.99	0.01	0.03	0.15	0.82	0.96	0.04	0	0.01	0.96	0.03	
407	0.06	0.01	0.93	0.05	0.59	0.36	0.29	0.71	0	0	1	0	0.78	0.22	0	0	0.99	0.01	0.11	0.15	0.74	0.96	0.04	0	0	0.96	0.04	
408	0.13	0.01	0.86	0.07	0.61	0.32	0.35	0.65	0	0	1	0	0.7	0.3	0	0	0.99	0.01	0.09	0.15	0.76	0.57	0.43	0	0.01	0.96	0.03	
409	0.08	0.01	0.91	0.02	0.61	0.37	0.2	0.8	0	0	1	0	0.4	0.6	0	0	1	0	0.03	0.15	0.82	0.13	0.87	0	0	0.96	0.04	
410	0.14	0	0.86	0.08	0.6	0.32	0.36	0.64	0	0	1	0	0.39	0.61	0	0	1	0	0.09	0.15	0.76	0.92	0.08	0	0	0.96	0.04	
411	0.1	0.01	0.89	0.01	0.6	0.39	0.13	0.87	0	0	1	0	0.22	0.78	0	0	1	0	0.06	0.15	0.79	0.06	0.94	0	0	0.96	0.04	
412	0.05	0.01	0.94	0.01	0.6	0.39	0.8	0.2	0	0	1	0	0.08	0.92	0	0	1	0	0.04	0.17	0.79	0.15	0.85	0	0	0.96	0.04	
413	0.05	0.04	0.91	0.02	0.61	0.37	0.04	0.96	0	0	1	0	0.08	0.92	0	0	1	0	0.08	0.21	0.71	0.4	0.6	0	0.01	0.95	0.04	
414	0.15	0.01	0.84	0.05	0.63	0.32	0.91	0.09	0	0	1	0	0.29	0.71	0	0	1	0	0.14	0.21	0.65	0.36	0.64	0	0	0.95	0.05	
415	0.08	0.01	0.91	0.02	0.63	0.35	0.62	0.38	0	0	1	0	0.37	0.63	0	0	1	0	0.04	0.2	0.76	0.23	0.77	0	0	0.95	0.05	
416	0.08	0.01	0.91	0.04	0.61	0.35	0.86	0.14	0	0	1	0	0.6	0.4	0	0	1	0	0.11	0.18	0.71	0.46	0.54	0	0	0.95	0.05	
417	0.07	0.01	0.92	0.03	0.6	0.37	0.88	0.12	0	0	1	0	0.86	0.14	0	0	1	0	0.05	0.16	0.79	0.13	0.87	0	0	0.95	0.05	
418	0.06	0.01	0.93	0.04	0.61	0.35	0.37	0.63	0	0	1	0	0.34	0.66	0	0	1	0	0.11	0.16	0.73	0.47	0.53	0	0	0.95	0.05	
419	0.13	0.01	0.86	0.07	0.61	0.32	0.27	0.73	0	0	1	0	0.29	0.71	0	0	1	0	0.08	0.17	0.75	0.67	0.33	0	0	0.95	0.05	
420	0.09	0	0.91	0.02	0.61	0.37	0.94	0.06	0	0	1	0	0.59	0.41	0	0	1	0	0.05	0.15	0.8	0.78	0.22	0	0.03	0.92	0.05	
421	0.14	0	0.86	0.08	0.61	0.31	0.81	0.19	0	0	1	0	0.56	0.44	0	0	1	0	0.09	0.15	0.76	0.17	0.83	0	0	0.92	0.08	
422	0.1	0	0.9	0.01	0.61	0.38	0.37	0.63	0	0	1	0	0.96	0.04	0	0	1	0	0.06	0.15	0.79	0.74	0.26	0	0.02	0.9	0.08	
423	0.05	0	0.95	0.01	0.61	0.38	0.09	0.91	0	0	1	0	0.74	0.26	0	0	1	0	0.04	0.15	0.81	0.07	0.93	0	0	0.9	0.1	
424	0.05	0	0.95	0.02	0.61	0.37	0.26	0.74	0	0	1	0	0.18	0.82	0	0	1	0	0.07	0.16	0.77	0.69	0.31	0	0.01	0.89	0.1	
425	0.15	0	0.85	0.05	0.61	0.34	0.1	0.9	0	0	1	0	0.81	0.19	0	0	1	0	0.13	0.17	0.7	0.5	0.5	0	0.03	0.86	0.11	
426	0.07	0.01	0.92	0.02	0.61	0.37	0.48	0.52	0	0	1	0	0.73	0.27	0	0	1	0	0.04	0.17	0.79	0.61	0.39	0	0	0.86	0.14	
